 Procedimentos hospitalares do SUS - por local de internação - Brasil
Internações por Município e Ano/mês processamento
Procedimentos:todos
Período:Abr-Dez/2020
"Município";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"211030 Santo Antônio dos Lopes";5;71;60;60;55;70;73;-;-;394
"211040 São Benedito do Rio Preto";108;-;-;-;-;-;-;-;-;108
"211050 São Bento";62;107;73;109;118;136;130;102;50;887
"211060 São Bernardo";136;148;116;114;158;160;163;151;-;1146
"211065 São Domingos do Azeitão";26;36;34;27;34;27;24;-;-;208
"211070 São Domingos do Maranhão";32;81;84;100;57;75;72;40;54;595
"211080 São Félix de Balsas";30;32;22;46;30;32;30;28;34;284
"211085 São Francisco do Brejão";55;-;51;35;46;39;46;48;53;373
"211090 São Francisco do Maranhão";21;23;33;13;1;14;23;-;-;128
"211100 São João Batista";99;92;76;100;113;103;90;116;-;789
"211102 São João do Carú";53;27;53;33;27;17;12;-;-;222
"211107 São João do Soter";98;83;55;63;52;81;66;97;69;664
"211110 São João dos Patos";104;77;61;72;80;57;55;54;-;560
"211120 São José de Ribamar";122;111;145;215;333;279;268;230;94;1797
"211125 São José dos Basílios";52;-;-;-;-;-;-;-;-;52
"211130 São Luís";6228;5890;5054;6950;7631;7777;8419;8326;7707;63982
"211140 São Luís Gonzaga do Maranhão";123;96;31;75;62;91;100;144;-;722
"211150 São Mateus do Maranhão";65;61;47;82;76;75;90;84;92;672
"211153 São Pedro da Água Branca";72;72;72;72;72;70;72;72;72;646
"211157 São Pedro dos Crentes";92;77;81;77;80;88;92;91;83;761
"211160 São Raimundo das Mangabeiras";104;104;104;67;44;95;52;73;-;643
"211170 São Vicente Ferrer";164;165;154;132;77;52;97;70;160;1071
"211172 Satubinha";1;1;-;-;-;-;-;-;-;2
"211174 Senador Alexandre Costa";19;13;8;-;-;-;-;-;-;40
"211180 Sítio Novo";46;31;35;34;31;24;59;56;73;389
"211190 Sucupira do Norte";10;16;20;21;21;7;-;-;-;95
"211195 Sucupira do Riachão";47;57;53;33;31;38;37;24;-;320
"211200 Tasso Fragoso";20;21;15;24;18;21;12;26;-;157
"211210 Timbiras";232;417;445;294;231;295;193;206;260;2573
"211220 Timon";474;440;424;382;412;478;527;548;1185;4870
"211223 Trizidela do Vale";58;21;24;25;43;61;77;73;-;382
"211227 Tufilândia";24;34;31;33;-;-;-;-;-;122
"211230 Tuntum";344;332;317;329;340;343;337;344;116;2802
"211250 Tutóia";166;118;101;167;138;162;191;236;230;1509
"211260 Urbano Santos";98;107;66;99;133;129;142;139;140;1053
"211270 Vargem Grande";100;141;127;102;138;121;205;194;109;1237
"211280 Viana";64;120;90;124;180;192;165;145;104;1184
"211285 Vila Nova dos Martírios";33;20;29;35;28;40;32;-;-;217
"211290 Vitória do Mearim";26;18;-;-;-;-;-;-;-;44
"211300 Vitorino Freire";277;249;157;191;195;183;194;183;-;1629
"211400 Zé Doca";202;206;230;278;229;267;-;-;-;1412
"220010 Agricolândia";5;2;3;4;-;-;-;-;-;14
"220020 Água Branca";64;36;41;35;45;40;35;39;31;366
"220025 Alagoinha do Piauí";30;-;20;-;13;21;21;-;-;105
"220030 Alto Longá";17;-;17;-;12;-;18;-;-;64
"220040 Altos";61;48;56;46;43;44;53;43;45;439
"220050 Amarante";52;56;56;49;49;56;62;45;71;496
"220100 Arraial";9;9;8;4;9;9;6;9;7;70
"220120 Barras";119;78;92;72;68;62;50;88;-;629
"220150 Batalha";60;31;21;38;33;32;37;26;21;299
"220160 Beneditinos";14;16;21;12;7;10;17;11;12;120
"220180 Bocaina";-;-;-;30;27;26;23;-;62;168
"220190 Bom Jesus";213;187;193;190;250;263;267;246;249;2058
"220220 Campo Maior";487;324;123;335;507;268;462;342;417;3265
"220230 Canto do Buriti";65;62;46;43;52;68;65;76;70;547
"220260 Castelo do Piauí";32;16;21;19;25;23;18;35;24;213
"220290 Corrente";102;114;113;82;117;93;125;99;133;978
"220310 Cristino Castro";54;53;57;55;57;57;57;57;56;503
"220320 Curimatá";62;66;59;65;83;73;77;44;73;602
"220330 Demerval Lobão";62;34;26;40;22;28;37;47;139;435
"220350 Elesbão Veloso";24;18;26;30;53;50;52;34;64;351
"220370 Esperantina";249;178;221;196;309;272;300;302;351;2378
"220390 Floriano";890;660;971;991;931;720;765;893;-;6821
"220400 Francinópolis";5;-;1;4;-;2;-;-;-;12
"220430 Fronteiras";189;190;182;187;224;190;180;189;184;1715
"220450 Guadalupe";19;12;11;14;15;17;10;15;11;124
"220470 Inhuma";2;8;-;-;-;-;-;-;6;16
"220480 Ipiranga do Piauí";21;7;8;8;6;2;5;5;10;72
"220510 Itaueira";18;30;29;26;21;43;30;32;16;245
"220520 Jaicós";1;2;3;35;57;67;91;92;72;420
"220540 Joaquim Pires";13;15;-;12;-;2;-;-;-;42
"220550 José de Freitas";64;64;64;64;69;62;70;64;91;612
"220570 Luís Correia";18;19;17;21;12;23;24;20;3;157
"220580 Luzilândia";43;42;40;23;38;131;273;204;139;933
"220590 Manoel Emídio";-;17;-;-;15;-;-;-;-;32
"220620 Miguel Alves";75;90;75;72;80;69;71;47;119;698
"220650 Monsenhor Hipólito";29;20;25;-;17;29;40;16;-;176
"220700 Oeiras";270;345;307;332;328;377;376;374;307;3016
"220760 Parnaguá";125;116;111;115;114;85;93;112;92;963
"220770 Parnaíba";859;1086;1132;1102;1030;785;1221;1486;1472;10173
"220780 Paulistana";107;100;97;100;131;148;114;-;-;797
"220790 Pedro II";142;121;144;130;158;175;215;172;181;1438
"220800 Picos";606;558;499;419;516;517;526;-;-;3641
"220810 Pimenteiras";-;6;6;8;5;11;-;9;4;49
"220820 Pio IX";-;-;-;-;-;-;-;10;13;23
"220830 Piracuruca";43;50;52;46;66;91;69;-;-;417
"220840 Piripiri";277;289;277;209;291;273;-;-;-;1616
"220850 Porto";25;25;23;12;22;21;18;14;21;181
"220880 Regeneração";129;129;94;85;53;89;85;80;50;794
"220890 Ribeiro Gonçalves";17;12;15;16;13;-;-;27;18;118
"220960 São Félix do Piauí";4;1;6;1;-;4;-;2;1;19
"220990 São João da Serra";17;-;16;-;12;-;13;-;-;58
"221000 São João do Piauí";101;117;98;110;96;104;95;80;-;801
"221040 São Miguel do Tapuio";23;21;19;25;31;24;22;23;20;208
"221050 São Pedro do Piauí";13;9;17;19;11;13;7;9;10;108
"221060 São Raimundo Nonato";883;900;879;851;852;909;906;893;889;7962
"221070 Simões";139;131;133;137;141;141;137;134;140;1233
"221080 Simplício Mendes";28;24;18;-;-;-;-;-;-;70
"221100 Teresina";4991;5816;5769;5684;5236;6087;6684;6204;6702;53173
"221110 União";44;68;55;56;55;51;43;37;51;460
"221120 Uruçuí";74;76;77;63;61;108;106;132;44;741
"221130 Valença do Piauí";161;157;160;180;130;186;236;213;222;1645
"221170 Wall Ferraz";30;30;30;30;30;30;30;30;30;270
"230020 Acaraú";174;148;294;253;121;152;211;172;238;1763
"230030 Acopiara";88;95;78;83;197;148;204;142;71;1106
"230040 Aiuaba";20;13;23;20;9;16;-;-;-;101
"230060 Altaneira";10;15;9;8;11;-;-;-;-;53
"230070 Alto Santo";17;9;5;7;-;6;12;7;3;66
"230075 Amontada";14;9;15;11;20;25;13;11;-;118
"230090 Apuiarés";8;15;8;6;20;13;10;7;-;87
"230100 Aquiraz";50;74;61;100;83;72;100;68;-;608
"230110 Aracati";254;281;264;298;252;305;289;278;280;2501
"230120 Aracoiaba";80;76;98;95;-;-;-;-;-;349
"230125 Ararendá";3;4;7;4;6;4;3;4;-;35
"230130 Araripe";28;33;24;25;19;12;18;31;33;223
"230140 Aratuba";8;5;8;11;16;11;13;10;-;82
"230160 Assaré";25;29;33;39;20;14;19;9;5;193
"230170 Aurora";143;140;127;139;139;130;144;150;136;1248
"230185 Banabuiú";19;15;13;12;18;20;10;11;-;118
"230190 Barbalha";1020;966;880;1029;805;946;964;842;-;7452
"230195 Barreira";5;4;4;3;7;6;10;7;6;52
"230200 Barro";2;4;4;9;7;9;6;4;21;66
"230210 Baturité";164;152;124;153;115;154;160;128;-;1150
"230220 Beberibe";18;21;29;24;24;16;23;16;-;171
"230230 Bela Cruz";38;66;44;30;40;30;34;21;12;315
"230240 Boa Viagem";117;92;98;103;112;88;100;88;30;828
"230250 Brejo Santo";778;465;479;683;88;120;722;686;603;4624
"230260 Camocim";258;234;222;300;342;328;403;389;-;2476
"230270 Campos Sales";50;48;31;60;53;43;53;51;-;389
"230280 Canindé";424;176;163;449;407;430;432;401;381;3263
"230290 Capistrano";1;7;6;-;-;-;-;-;-;14
"230300 Caridade";2;2;-;1;1;6;11;2;3;28
"230310 Cariré";24;32;12;24;23;39;37;32;-;223
"230320 Caririaçu";31;32;28;30;27;25;25;27;34;259
"230330 Cariús";15;17;25;14;20;16;20;30;20;177
"230340 Carnaubal";28;19;22;26;21;30;32;31;19;228
"230350 Cascavel";115;130;128;156;122;119;150;143;136;1199
"230360 Catarina";20;18;22;24;18;17;15;12;20;166
"230365 Catunda";11;12;9;10;-;5;3;4;4;58
"230370 Caucaia";430;697;617;678;564;588;530;704;748;5556
"230380 Cedro";225;192;79;90;25;33;92;132;142;1010
"230390 Chaval";11;12;16;8;5;5;7;6;3;73
"230393 Choró";11;11;7;5;9;17;8;-;-;68
"230395 Chorozinho";4;13;6;1;3;3;12;21;28;91
"230400 Coreaú";15;14;13;24;11;12;18;20;8;135
"230410 Crateús";578;628;567;607;543;544;610;552;656;5285
"230420 Crato";1025;1092;986;819;862;870;847;990;991;8482
"230423 Croatá";20;25;28;12;22;24;22;21;20;194
"230425 Cruz";42;27;29;35;40;69;60;79;44;425
"230426 Deputado Irapuan Pinheiro";10;13;12;6;15;9;12;13;10;100
"230427 Ererê";1;1;1;-;-;-;-;-;-;3
"230428 Eusébio";320;366;382;239;177;200;503;198;150;2535
"230430 Farias Brito";21;13;24;30;15;12;7;12;-;134
"230440 Fortaleza";14245;12484;12874;14072;14616;14991;15347;15736;15397;129762
"230445 Fortim";6;3;2;4;6;7;9;11;9;57
"230450 Frecheirinha";12;19;17;16;12;19;21;15;15;146
"230470 Granja";64;48;62;53;77;81;78;81;117;661
"230480 Granjeiro";1;1;1;13;2;4;4;1;3;30
"230490 Groaíras";8;3;5;7;-;3;-;-;-;26
"230495 Guaiúba";2;3;1;3;3;3;3;-;-;18
"230500 Guaraciaba do Norte";53;37;25;25;20;29;30;31;32;282
"230510 Guaramiranga";2;1;2;1;-;-;-;-;-;6
"230520 Hidrolândia";20;26;26;26;30;35;44;25;46;278
"230523 Horizonte";104;96;127;166;114;123;189;112;125;1156
"230526 Ibaretama";10;4;4;2;4;4;2;4;-;34
"230530 Ibiapina";25;18;26;31;31;31;31;41;31;265
"230540 Icó";152;223;194;257;277;218;238;203;143;1905
"230550 Iguatu";349;311;185;347;312;326;312;391;255;2788
"230560 Independência";15;14;18;18;8;27;21;21;18;160
"230565 Ipaporanga";22;17;13;18;14;17;16;22;-;139
"230570 Ipaumirim";4;2;-;-;-;-;-;-;-;6
"230580 Ipu";113;206;158;100;111;75;121;137;127;1148
"230590 Ipueiras";34;48;55;51;-;-;-;-;-;188
"230600 Iracema";13;14;16;19;21;14;17;39;34;187
"230610 Irauçuba";28;28;22;18;30;31;-;-;-;157
"230620 Itaiçaba";-;5;-;2;-;-;-;-;-;7
"230625 Itaitinga";12;13;12;14;13;11;11;13;-;99
"230630 Itapagé";22;64;45;3;45;76;89;80;10;434
"230640 Itapipoca";667;623;624;690;709;741;773;794;788;6409
"230650 Itapiúna";13;9;5;7;7;11;8;8;16;84
"230655 Itarema";36;42;35;56;60;60;58;58;-;405
"230670 Jaguaretama";16;6;21;31;16;5;16;16;18;145
"230680 Jaguaribara";8;8;13;12;9;14;21;19;2;106
"230690 Jaguaribe";130;51;80;44;61;53;59;118;67;663
"230700 Jaguaruana";30;25;14;16;18;13;25;14;-;155
"230710 Jardim";42;32;26;16;22;23;27;27;18;233
"230720 Jati";1;4;3;2;2;-;-;-;-;12
"230725 Jijoca de Jericoacoara";15;10;1;13;16;2;1;14;-;72
"230730 Juazeiro do Norte";1401;1476;1317;1147;1025;1015;1103;1212;746;10442
"230740 Jucás";34;42;17;33;28;26;27;28;40;275
"230750 Lavras da Mangabeira";104;97;101;76;90;78;70;61;37;714
"230760 Limoeiro do Norte";603;486;566;387;362;407;396;419;391;4017
"230763 Madalena";18;24;16;11;21;-;-;-;-;90
"230765 Maracanaú";1018;710;926;1472;1304;1298;1402;1891;1642;11663
"230770 Maranguape";121;158;147;123;144;170;165;161;-;1189
"230780 Marco";36;30;29;34;31;26;27;-;-;213
"230800 Massapê";22;41;16;16;12;8;11;13;29;168
"230810 Mauriti";71;58;51;56;58;60;40;47;38;479
"230820 Meruoca";6;8;4;9;8;4;12;7;-;58
"230830 Milagres";27;33;27;24;12;16;15;19;8;181
"230835 Milhã";16;16;7;6;10;4;11;10;-;80
"230840 Missão Velha";72;50;46;55;39;46;67;113;54;542
"230850 Mombaça";80;97;69;76;59;70;83;71;65;670
"230860 Monsenhor Tabosa";7;5;6;3;8;9;25;-;-;63
"230870 Morada Nova";143;123;117;120;128;202;129;230;107;1299
"230880 Moraújo";3;11;11;4;2;3;2;3;2;41
"230890 Morrinhos";10;8;14;9;13;9;6;9;-;78
"230900 Mucambo";35;66;62;53;64;69;89;90;-;528
"230910 Mulungu";3;-;2;1;2;-;-;4;2;14
"230920 Nova Olinda";13;13;12;4;13;11;11;-;-;77
"230930 Nova Russas";60;60;25;54;35;33;61;51;-;379
"230940 Novo Oriente";42;46;24;32;52;30;41;-;-;267
"230945 Ocara";18;17;9;11;8;10;16;13;-;102
"230950 Orós";30;36;36;20;33;28;41;54;43;321
"230960 Pacajus";11;29;45;46;31;33;-;-;-;195
"230970 Pacatuba";11;18;9;29;22;18;22;26;17;172
"230980 Pacoti";6;5;10;8;12;11;8;9;-;69
"231010 Palmácia";7;3;10;5;12;9;8;-;-;54
"231020 Paracuru";63;37;23;39;33;54;39;61;79;428
"231025 Paraipaba";24;28;20;27;16;34;11;20;26;206
"231030 Parambu";105;72;82;37;75;49;76;-;-;496
"231050 Pedra Branca";81;40;78;62;99;88;86;87;17;638
"231060 Penaforte";1;8;3;4;1;3;2;-;-;22
"231070 Pentecoste";33;41;27;43;55;65;50;39;63;416
"231080 Pereiro";28;22;23;19;10;19;17;10;15;163
"231085 Pindoretama";10;6;9;17;4;13;11;12;10;92
"231090 Piquet Carneiro";42;29;28;33;25;15;14;25;31;242
"231100 Poranga";5;9;5;4;3;11;7;-;-;44
"231110 Porteiras";24;20;20;20;14;15;-;-;-;113
"231130 Quixadá";391;398;354;364;425;399;420;410;435;3596
"231135 Quixelô";19;14;19;31;20;29;9;21;-;162
"231140 Quixeramobim";787;703;841;831;587;589;781;916;630;6665
"231150 Quixeré";14;14;18;10;2;7;7;5;2;79
"231160 Redenção";87;94;75;79;106;128;89;119;92;869
"231170 Reriutaba";18;11;19;15;7;8;8;16;12;114
"231180 Russas";360;343;346;402;379;412;447;429;373;3491
"231190 Saboeiro";5;7;3;2;6;5;-;-;-;28
"231195 Salitre";11;8;6;6;6;8;6;-;-;51
"231220 Santa Quitéria";56;42;46;49;56;46;50;74;38;457
"231200 Santana do Acaraú";37;38;26;31;21;29;35;-;-;217
"231210 Santana do Cariri";12;7;12;11;20;10;15;10;-;97
"231230 São Benedito";79;62;55;62;65;57;56;54;-;490
"231240 São Gonçalo do Amarante";56;72;66;82;56;93;128;103;83;739
"231270 Senador Pompeu";28;28;36;28;45;28;44;30;-;267
"231290 Sobral";3407;3004;2661;2544;2337;2932;3606;2651;2578;25720
"231300 Solonópole";28;27;34;24;26;25;21;38;11;234
"231310 Tabuleiro do Norte";25;22;42;36;23;24;30;23;29;254
"231320 Tamboril";41;30;29;23;36;25;25;32;33;274
"231325 Tarrafas";5;1;3;4;4;4;5;7;5;38
"231330 Tauá";640;642;751;917;558;532;623;612;648;5923
"231335 Tejuçuoca";11;10;14;1;4;9;6;8;8;71
"231340 Tianguá";431;431;414;397;440;564;485;647;599;4408
"231350 Trairi";18;21;24;24;20;15;25;-;-;147
"231355 Tururu";3;-;-;2;2;3;3;5;-;18
"231360 Ubajara";47;32;33;66;106;148;151;124;100;807
"231370 Umari";7;1;-;-;-;-;-;1;-;9
"231375 Umirim";5;8;5;8;3;3;7;4;-;43
"231380 Uruburetama";2;3;3;3;5;6;2;-;-;24
"231390 Uruoca";4;2;5;3;3;2;3;3;2;27
"231395 Varjota";20;18;13;10;10;15;9;28;-;123
"231400 Várzea Alegre";189;203;193;207;210;195;226;243;325;1991
"231410 Viçosa do Ceará";161;138;132;159;151;171;216;-;-;1128
"240020 Açu";43;31;38;23;38;31;39;46;57;346
"240050 Alexandria";134;114;122;151;42;39;445;415;379;1841
"240060 Almino Afonso";9;4;5;9;13;18;3;4;6;71
"240080 Angicos";11;1;-;2;2;18;16;8;-;58
"240090 Antônio Martins";10;4;55;23;16;7;21;12;8;156
"240100 Apodi";93;44;69;46;68;49;82;88;57;596
"240110 Areia Branca";24;2;2;11;3;9;8;9;15;83
"240120 Arês";-;-;-;-;-;6;1;-;-;7
"240145 Baraúna";9;6;3;4;2;3;1;-;-;28
"240180 Brejinho";2;4;3;5;2;5;3;6;-;30
"240200 Caicó";382;404;277;268;316;308;382;318;262;2917
"240230 Caraúbas";54;34;25;31;34;35;38;26;38;315
"240240 Carnaúba dos Dantas";3;1;2;1;1;2;2;-;-;12
"240250 Carnaubais";3;1;1;2;3;6;5;2;-;23
"240260 Ceará-Mirim";143;148;154;218;155;262;491;355;460;2386
"240270 Cerro Corá";4;5;2;2;3;1;2;3;1;23
"240280 Coronel Ezequiel";1;1;1;1;1;1;1;-;-;7
"240310 Currais Novos";254;265;200;247;221;224;262;332;246;2251
"240320 Doutor Severiano";2;1;1;1;1;3;1;1;-;11
"240330 Encanto";2;2;3;1;1;1;1;1;2;14
"240360 Extremoz";5;5;13;7;12;10;12;5;-;69
"240370 Felipe Guerra";3;1;4;1;4;3;5;7;-;28
"240400 Frutuoso Gomes";7;10;13;6;13;13;21;13;-;96
"240420 Goianinha";7;7;5;4;17;14;3;-;-;57
"240450 Guamaré";59;43;31;33;29;50;48;74;58;425
"240490 Itaú";3;2;2;2;4;1;1;2;-;17
"240520 Janduís";2;3;3;3;4;4;1;3;1;24
"240530 Januário Cicco";1;1;-;-;-;1;3;1;1;8
"240560 Jardim de Piranhas";5;1;7;-;2;11;6;6;-;38
"240570 Jardim do Seridó";24;29;21;21;24;22;20;17;-;178
"240580 João Câmara";30;35;30;16;39;11;19;29;54;263
"240600 José da Penha";-;-;-;-;3;1;3;1;-;8
"240610 Jucurutu";12;16;15;18;16;36;42;28;-;183
"240620 Lagoa d'Anta";-;4;1;1;1;-;-;-;-;7
"240650 Lagoa Nova";5;5;1;1;1;4;-;3;3;23
"240670 Lajes";13;7;1;13;8;11;22;12;25;112
"240690 Lucrécia";9;9;4;7;5;19;8;13;-;74
"240710 Macaíba";350;319;298;145;216;133;123;106;99;1789
"240720 Macau";16;21;19;32;35;41;29;18;24;235
"240725 Major Sales";3;2;2;1;2;2;2;3;3;20
"240740 Martins";2;9;7;5;11;7;5;16;7;69
"240760 Messias Targino";6;1;3;1;-;1;1;2;2;17
"240780 Monte Alegre";1;3;2;4;1;-;-;-;-;11
"240800 Mossoró";1859;1874;1790;1781;1929;2023;2136;2061;1678;17131
"240810 Natal";6489;6018;6433;6762;7017;7154;7206;7195;6593;60867
"240830 Nova Cruz";19;17;9;13;17;15;13;6;-;109
"240890 Parelhas";59;38;39;30;32;43;45;33;-;319
"240325 Parnamirim";474;537;447;501;587;624;766;646;662;5244
"240930 Patu";10;16;10;14;12;4;5;4;-;75
"240940 Pau dos Ferros";331;288;304;285;319;322;326;357;302;2834
"240980 Pedro Velho";-;1;1;1;1;2;1;1;-;8
"240990 Pendências";3;8;2;2;6;5;3;4;1;34
"241000 Pilões";1;1;1;1;1;1;5;-;-;11
"241020 Portalegre";25;11;18;6;15;16;80;69;-;240
"241060 Rafael Godeiro";25;8;11;15;22;17;20;-;-;118
"241070 Riacho da Cruz";2;5;7;3;2;1;3;1;2;26
"241120 Santa Cruz";546;325;410;353;380;307;360;325;201;3207
"241140 Santana do Matos";11;6;7;3;6;3;6;3;4;49
"241142 Santana do Seridó";-;1;1;2;1;1;1;3;-;10
"241150 Santo Antônio";30;47;54;68;110;116;75;137;105;742
"241200 São Gonçalo do Amarante";255;269;249;247;186;144;186;173;-;1709
"241220 São José de Mipibu";367;393;347;712;448;338;424;219;274;3522
"241230 São José do Campestre";5;2;2;2;6;11;4;2;5;39
"241240 São José do Seridó";1;2;3;6;3;1;3;3;2;24
"241250 São Miguel";7;5;8;8;4;3;11;-;-;46
"241260 São Paulo do Potengi";29;24;16;35;27;48;36;23;11;249
"241280 São Rafael";16;5;2;4;4;8;5;8;5;57
"241300 São Vicente";1;1;2;3;3;5;1;1;-;17
"241030 Serra Caiada";3;3;3;2;1;3;5;2;4;26
"241340 Serra Negra do Norte";11;12;6;5;4;-;-;-;-;38
"241355 Serrinha dos Pintos";6;7;4;6;5;7;6;2;5;48
"241360 Severiano Melo";7;3;2;-;-;-;1;-;1;14
"241380 Taboleiro Grande";2;1;4;1;4;4;2;2;2;22
"241400 Tangará";5;4;2;1;3;4;1;3;2;25
"241410 Tenente Ananias";77;93;82;97;117;138;89;78;81;852
"241420 Tibau do Sul";2;1;2;1;2;5;2;-;-;15
"241440 Touros";11;13;7;16;29;12;13;15;-;116
"241460 Upanema";3;4;11;5;6;10;2;5;8;54
"241490 Viçosa";1;1;1;1;1;1;-;1;-;7
"250010 Água Branca";6;16;7;11;8;9;11;12;-;80
"250040 Alagoa Nova";11;13;11;5;7;8;17;14;22;108
"250110 Areia";17;8;8;12;13;9;10;7;-;84
"250130 Aroeiras";-;-;-;-;-;-;11;22;12;45
"250150 Bananeiras";5;3;11;12;8;7;8;9;-;63
"250180 Bayeux";45;59;34;67;64;63;91;79;48;550
"250190 Belém";1;3;2;3;3;1;44;51;-;108
"250200 Belém do Brejo do Cruz";10;10;5;7;4;4;-;-;-;40
"250230 Bom Sucesso";4;2;1;4;1;3;1;2;2;20
"250240 Bonito de Santa Fé";7;5;7;5;4;4;4;4;-;40
"250250 Boqueirão";7;13;12;9;9;13;8;19;11;101
"250280 Brejo do Cruz";15;8;13;7;5;14;8;20;33;123
"250290 Brejo dos Santos";75;76;72;70;69;68;70;73;67;640
"250320 Cabedelo";76;73;79;91;92;97;98;115;149;870
"250350 Cacimba de Dentro";1;3;1;4;3;2;2;3;-;19
"250370 Cajazeiras";478;467;473;459;524;418;608;512;536;4475
"250400 Campina Grande";2888;2608;2870;2581;2767;3047;2996;3091;3171;26019
"250430 Catolé do Rocha";143;92;95;64;82;112;136;93;118;935
"250440 Conceição";16;17;15;12;23;16;16;-;-;115
"250480 Coremas";34;24;29;29;30;23;17;28;29;243
"250510 Cuité";13;29;38;25;29;20;23;22;27;226
"250600 Esperança";45;26;31;21;13;27;29;35;23;250
"250630 Guarabira";470;372;422;410;52;51;317;280;79;2453
"250690 Itabaiana";112;114;117;111;121;122;117;123;-;937
"250700 Itaporanga";155;142;134;93;113;95;105;107;-;944
"250710 Itapororoca";-;13;-;-;-;-;-;-;-;13
"250750 João Pessoa";4342;4316;4389;4834;5816;5470;5168;5073;4151;43559
"250800 Juru";-;1;1;5;-;-;4;-;-;11
"250830 Lagoa Seca";9;8;16;12;17;12;20;25;25;144
"250890 Mamanguape";300;273;277;274;283;254;290;21;21;1993
"250920 Massaranduba";1;1;2;5;1;1;3;1;5;20
"250970 Monteiro";72;64;73;62;63;81;84;111;89;699
"251080 Patos";621;607;625;695;704;552;602;670;692;5768
"251090 Paulista";18;11;7;9;8;-;-;-;-;53
"251110 Pedra Lavrada";4;2;3;5;4;5;3;7;-;33
"251120 Pedras de Fogo";10;20;17;14;22;14;21;8;-;126
"251130 Piancó";41;85;48;33;49;49;66;-;-;371
"251140 Picuí";34;23;31;36;81;120;57;69;62;513
"251210 Pombal";147;100;204;151;146;161;122;134;120;1285
"251230 Princesa Isabel";47;55;46;80;69;88;19;73;75;552
"251250 Queimadas";129;129;123;-;-;-;156;188;65;790
"251340 Santa Luzia";16;22;22;26;13;17;44;41;38;239
"251370 Santa Rita";388;445;432;465;463;488;491;450;431;4053
"251390 São Bento";41;48;56;95;89;74;118;99;-;620
"250070 São João do Rio do Peixe";2;1;2;10;10;9;6;9;-;49
"251450 São José de Piranhas";10;10;11;14;10;13;24;15;-;107
"251490 São Mamede";2;6;4;8;4;28;32;19;1;104
"251540 São Vicente do Seridó";3;11;7;5;12;8;8;6;-;60
"251530 Sapé";36;38;26;35;41;46;39;32;-;293
"251550 Serra Branca";39;35;35;25;30;49;45;56;43;357
"251600 Solânea";134;125;111;108;130;126;157;134;95;1120
"251610 Soledade";6;2;8;15;11;12;11;11;13;89
"251620 Sousa";166;176;163;167;167;143;205;72;-;1259
"251630 Sumé";68;65;66;76;64;80;87;68;86;660
"251650 Taperoá";37;26;30;35;50;40;48;46;-;312
"251690 Uiraúna";131;133;130;129;126;127;129;127;129;1161
"260005 Abreu e Lima";82;73;97;65;40;86;83;15;-;541
"260010 Afogados da Ingazeira";478;427;420;536;553;533;419;569;564;4499
"260020 Afrânio";27;41;23;25;25;19;30;30;36;256
"260030 Agrestina";31;33;33;48;23;26;73;86;76;429
"260040 Água Preta";15;5;4;70;63;163;141;94;-;555
"260050 Águas Belas";53;33;35;24;46;32;35;63;28;349
"260060 Alagoinha";7;11;4;7;15;7;-;-;-;51
"260070 Aliança";3;-;7;7;7;3;3;6;2;38
"260080 Altinho";1;6;4;10;6;10;12;11;11;71
"260090 Amaraji";9;4;8;43;60;40;-;-;-;164
"260100 Angelim";9;3;5;7;-;-;-;-;-;24
"260110 Araripina";12;16;227;388;392;435;409;512;422;2813
"260120 Arcoverde";539;489;449;467;476;556;564;632;622;4794
"260130 Barra de Guabiraba";1;6;22;11;12;3;10;20;-;85
"260140 Barreiros";70;25;16;112;146;196;192;277;-;1034
"260150 Belém de Maria";4;3;3;2;2;2;1;1;-;18
"260160 Belém do São Francisco";26;32;27;13;10;9;-;-;-;117
"260170 Belo Jardim";54;33;43;53;22;37;60;-;-;302
"260180 Betânia";4;6;1;7;8;11;3;8;5;53
"260190 Bezerros";107;91;100;82;53;66;165;-;-;664
"260200 Bodocó";13;14;18;22;17;11;23;8;11;137
"260210 Bom Conselho";39;30;31;43;38;39;40;45;44;349
"260220 Bom Jardim";14;14;9;6;6;8;11;7;4;79
"260230 Bonito";20;35;35;29;14;38;45;40;27;283
"260240 Brejão";5;5;7;7;5;16;5;6;5;61
"260250 Brejinho";4;4;2;1;5;1;1;2;2;22
"260260 Brejo da Madre de Deus";11;14;3;6;3;24;17;-;-;78
"260280 Buíque";155;68;-;91;111;114;130;143;78;890
"260290 Cabo de Santo Agostinho";661;746;856;863;929;697;994;791;858;7395
"260300 Cabrobó";35;30;20;31;46;50;49;50;46;357
"260310 Cachoeirinha";19;24;15;24;26;20;24;11;18;181
"260320 Caetés";16;7;25;40;29;42;23;22;32;236
"260330 Calçado";3;7;3;-;-;7;4;2;5;31
"260345 Camaragibe";155;160;148;253;162;144;145;120;103;1390
"260350 Camocim de São Félix";10;7;15;9;15;11;12;8;15;102
"260360 Camutanga";1;-;6;3;3;2;1;-;-;16
"260370 Canhotinho";21;31;11;23;34;25;31;28;47;251
"260380 Capoeiras";12;46;19;16;12;15;16;20;11;167
"260390 Carnaíba";18;20;13;16;9;15;52;28;28;199
"260392 Carnaubeira da Penha";6;10;16;11;9;16;1;-;-;69
